ID,Channel ID,Sign Language,Spoken Language,Video Name,Release Date,Webpage URL,Video URL,External Subtitles URL,Resolution,Cropped,Video Length,FPS,Number of Frames,Date of Acquisition,File Size,Subtitles Type,Subtitles,Sentences,Tokens,Characters
415,804,LSC,Colombian,Gustavo Forero_ Informe 24 de marzo,2021-03-24,https://www.youtube.com/watch?v=WTdikkq2tGQ,,,720p,no,549,25,13725,2023-01-05,63.62693119049072,auto,54,,162,807
416,804,LSC,Colombian,CND- Acto de posesión nuevos Consejeros periodo 2021- 2025,2021-03-24,https://www.youtube.com/watch?v=2As83NaRLdU,,,720p,no,88,25,2200,2023-01-05,6.591326713562012,auto,27,,136,832
417,804,LSC,Colombian,Taller ODS- RIADIS,2021-03-24,https://www.youtube.com/watch?v=jvMx0fnsL7Q,,,720p,no,215,30,6450,2023-01-05,32.391005516052246,auto,75,,379,2330
418,804,LSC,Colombian,Licencia de conducción marzo 23 de 2021,2021-03-23,https://www.youtube.com/watch?v=t-a0Q7W_6Gg,,,720p,no,227,25,5675,2023-01-05,24.674691200256348,auto,29,,82,455
419,804,LSC,Colombian,Licencia de conducción Rolando y Duverney,2021-03-19,https://www.youtube.com/watch?v=oLmMhdeN6qI,,,720p,no,168,24,4032,2023-01-05,25.6698637008667,auto,36,,187,1068
420,804,LSC,Colombian,Licencia de conducción Erika Malgarejo,2021-03-19,https://www.youtube.com/watch?v=MZe2e4LILEI,,,720p,no,243,30,7290,2023-01-05,25.214406967163086,auto,51,,244,1446
421,804,LSC,Colombian,Licencia de conducció Sandra Rojas,2021-03-18,https://www.youtube.com/watch?v=SMCOOk3L9AE,,,720p,no,457,24,10968,2023-01-05,86.27017116546631,auto,109,,613,3647
422,804,LSC,Colombian,Licencia de conducción Comité Plantón 26 de marzo,2021-03-16,https://www.youtube.com/watch?v=vMvznta6Pnw,,,720p,no,80,30,2400,2023-01-05,10.238595962524414,auto,32,,165,993
423,804,LSC,Colombian,Licencia de conducción Plantón 26 de marzo,2021-10-03,https://www.youtube.com/watch?v=7yIn_D-ty9s,,,720p,no,356,30,10680,2023-01-05,52.91959476470947,auto,126,,757,4405
424,804,LSC,Colombian,Licencia de Conducción Plantón 26 de mayo,2021-08-03,https://www.youtube.com/watch?v=Z4R0jiw4loQ,,,720p,no,406,30,12180,2023-01-05,50.881253242492676,auto,138,,795,4748
425,804,LSC,Colombian,8MUJER  2021,2021-08-03,https://www.youtube.com/watch?v=F5GEUPFrjEE,,,720p,no,178,25,4450,2023-01-05,36.68965435028076,auto,42,,125,763
426,804,LSC,Colombian,Conoce nuestros curso de Lengua de Señas Colombiana,2021-05-03,https://www.youtube.com/watch?v=spi3HBcRFvI,,,720p,no,110,25,2750,2023-01-05,10.05401611328125,auto,34,,208,1132
427,804,LSC,Colombian,Alcaldía Local de Bogotá,2021-02-03,https://www.youtube.com/watch?v=2jsC18MrSHs,,,720p,no,28,30,840,2023-01-05,6.5525360107421875,auto,7,,44,245
429,804,LSC,Colombian,Congreso de la Republica SIN #Accesibilidad,2021-02-23,https://www.youtube.com/watch?v=it18lO3pcns,,,720p,no,34,30,1020,2023-01-05,6.399177551269531,auto,11,,63,359
430,804,LSC,Colombian,Recomendaciones Reto #LaAccesibilidadLaConstruyoYO,2021-02-22,https://www.youtube.com/watch?v=K07BlSHe2LI,,,720p,no,167,25,4175,2023-01-05,30.607563018798828,auto,61,,318,1863
432,804,LSC,Colombian,Día Nacional de las Lenguas Nativas,2021-02-22,https://www.youtube.com/watch?v=Owl0TwsA8ZE,,,720p,no,182,25,4550,2023-01-05,15.308943748474121,auto,128,,701,3824
433,804,LSC,Colombian,Cierre Zero Project,2021-02-16,https://www.youtube.com/watch?v=6gRff4jUPlA,,,720p,no,155,30,4650,2023-01-05,21.938495635986328,auto,68,,359,1873
434,804,LSC,Colombian,LSC 25 AÑOS Y RETO 2,2021-02-15,https://www.youtube.com/watch?v=I62-wsgQbPk,,,720p,no,137,25,3425,2023-01-05,20.922846794128418,auto,45,,234,1325
435,804,LSC,Colombian,Fenascol en Zero Project,2021-12-02,https://www.youtube.com/watch?v=OPTqUhtOQnY,,,720p,no,194,30,5820,2023-01-05,23.840301513671875,auto,65,,304,1743
436,804,LSC,Colombian,Situación de la licencia de conducción.,2021-11-02,https://www.youtube.com/watch?v=3CbWnx3mcXI,,,720p,no,502,25,12550,2023-01-05,62.07387161254883,auto,159,,924,5367
437,804,LSC,Colombian,#90MinutosDeLosDerechos Capítulo1,2021-09-02,https://www.youtube.com/watch?v=4Nn6nvQhP5Y,,,720p,no,209,25,5225,2023-01-05,28.752849578857422,auto,71,,395,2188
438,804,LSC,Colombian,Centro de Relevo no para,2020-12-23,https://www.youtube.com/watch?v=Oq1LFtb1ipA,,,720p,no,111,24,2664,2023-01-05,15.479276657104492,auto,42,,257,1416
439,804,LSC,Colombian,Servicio de interpretación en Noticias Caracol y RCN,2020-12-22,https://www.youtube.com/watch?v=NetdKfqcSbA,,,720p,no,59,25,1475,2023-01-05,8.122572898864746,auto,19,,99,535
440,804,LSC,Colombian,Adquiere servir a precio del 2020,2020-12-21,https://www.youtube.com/watch?v=EVL5EaKdbpY,,,720p,no,57,25,1425,2023-01-05,5.8191423416137695,auto,21,,124,726
441,804,LSC,Colombian,¿Cuántas personas sordas se han registrado en el Centro de Relevo,2020-12-18,https://www.youtube.com/watch?v=pfpMb9v59bY,,,720p,no,76,25,1900,2023-01-05,8.634659767150879,auto,28,,135,734
442,804,LSC,Colombian,"Proyecto de Ley, sigue su curso en el congreso",2020-12-18,https://www.youtube.com/watch?v=5zN2EsH5mIw,,,720p,no,225,25,5625,2023-01-05,26.393710136413574,auto,66,,388,2171
443,804,LSC,Colombian,San Andrés nos necesita,2020-09-12,https://www.youtube.com/watch?v=iUHN848I_rk,,,720p,no,166,25,4150,2023-01-05,29.152692794799805,auto,54,,279,1542
444,804,LSC,Colombian,Reconocimiento a Fenascol,2020-03-12,https://www.youtube.com/watch?v=ClCB5lk-VAU,,,720p,no,157,25,3925,2023-01-05,30.325284004211426,auto,24,,122,688
445,804,LSC,Colombian,Juntos por San Andrés,2020-01-12,https://www.youtube.com/watch?v=tbpyCAwleTE,,,720p,no,98,25,2450,2023-01-05,21.252338409423828,auto,28,,145,840
446,804,LSC,Colombian,Puntos del Banco Popular que cuentan con SERVIR,2020-11-30,https://www.youtube.com/watch?v=DXyIGXTJH64,,,720p,no,90,25,2250,2023-01-05,10.075881004333496,auto,28,,135,796
447,804,LSC,Colombian,Experiencia de uso del Relevo de Llamadas,2020-11-29,https://www.youtube.com/watch?v=dT0u5kvuiF8,,,720p,no,172,25,4300,2023-01-05,28.95021915435791,auto,71,,421,2383
449,804,LSC,Colombian,#ENVIVO - Conozca la Situación de la Comunidad Sordas de San Andrés y Providencia,2020-11-26,https://www.youtube.com/watch?v=xflhVEaYBKw,,,720p,no,3077,29,89233,2023-01-05,307.8443021774292,auto,1064,,6542,36187
450,804,LSC,Colombian,¿Como han utilizado las personas sordas el SIEL durante el trabajo en casa,2020-11-26,https://www.youtube.com/watch?v=V76uokHwLSM,,,720p,no,124,25,3100,2023-01-05,23.774245262145996,auto,49,,288,1617
451,804,LSC,Colombian,"Webinar -  Retos, perspectivas y contextos  de la formación de intérpretes y traductores sordos",2020-11-25,https://www.youtube.com/watch?v=HFFYA8fvDQ8,,,720p,no,74,25,1850,2023-01-05,8.457731246948242,auto,22,,115,664
452,804,LSC,Colombian,Promoción Tomos #5 y #6 de LSC (del 17 al 20 de noviembre),2020-11-17,https://www.youtube.com/watch?v=Ih8lc19tv9I,,,720p,no,152,25,3800,2023-01-05,20.486976623535156,auto,43,,243,1316
453,804,LSC,Colombian,Impacto Centro de Relevo en Colombia,2020-11-11,https://www.youtube.com/watch?v=5CbPBCIwYbE,,,720p,no,261,25,6525,2023-01-05,33.94705867767334,auto,86,,410,2458
454,804,LSC,Colombian,No. 2. Contexto sobre el Pre comié de Planeación Lingüística,2020-10-30,https://www.youtube.com/watch?v=DcRgXsfVJFQ,,,720p,no,303,30,9090,2023-01-05,30.510412216186523,auto,99,,529,3163
455,804,LSC,Colombian,1.  Pre comité de Planeación Lingüística,2020-10-28,https://www.youtube.com/watch?v=KzipDO0h-5g,,,720p,no,339,30,10170,2023-01-05,36.00942325592041,auto,93,,550,3152
456,804,LSC,Colombian,SmarTIC Incluyente,2020-10-28,https://www.youtube.com/watch?v=AZM9LmjRFc0,,,720p,no,100,30,3000,2023-01-05,19.503666877746582,auto,31,,134,762
457,804,LSC,Colombian,#EnVivo Rescatando nuestra historia III,2020-10-21,https://www.youtube.com/watch?v=Ba6c0X7-C3k,,,360p,no,5859,30,175770,2023-01-05,278.0542984008789,auto,1860,,10901,61263
459,804,LSC,Colombian,#EnVivo Las lenguas de señas son para todos,2020-10-21,https://www.youtube.com/watch?v=dnWB4VVOkhc,,,360p,no,5110,30,153300,2023-01-05,246.7889928817749,auto,1601,,9637,54597
460,804,LSC,Colombian,La Lengua de Señas son para todos 2,2020-10-19,https://www.youtube.com/watch?v=s9DiOAGn2C4,,,360p,no,4227,30,126810,2023-01-05,205.60334587097168,auto,1333,,7945,44900
461,804,LSC,Colombian,Webinar El intérprete sordo,2020-10-16,https://www.youtube.com/watch?v=wpbdO6a83jo,,,360p,no,6743,30,202290,2023-01-05,341.4226884841919,auto,2195,,12572,71826
462,804,LSC,Colombian,Centro de Comunicaciones Bolívia (Centro de Relevo)- Fenascol,2020-10-15,https://www.youtube.com/watch?v=c0su33OVcrU,,,360p,no,3286,30,98580,2023-01-05,177.15660858154297,auto,1060,,6250,36386
463,804,LSC,Colombian,Rescatando nuestra historia ¿Por qué surgen nuestra comisiones,2020-10-15,https://www.youtube.com/watch?v=mw_lF7utAP8,,,360p,no,5573,30,167190,2023-01-05,263.6359004974365,auto,2013,,11983,68798
464,804,LSC,Colombian,Centro de Relevo MINTIC FENASCOL #AccesibilidadDerechosLSC,2020-09-25,https://www.youtube.com/watch?v=Dyy8Orby8mk,,,720p,no,101,30,3030,2023-01-05,22.19197654724121,auto,22,,72,483
465,804,LSC,Colombian,Encuentro Las Lenguas de Señas son para todos 2 17092020,2020-09-18,https://www.youtube.com/watch?v=W4eY1dmK9F8,,,360p,no,4227,30,126810,2023-01-05,205.60334587097168,auto,1333,,7945,44900
466,804,LSC,Colombian,Buenas prácticas FENASCOL,2020-04-09,https://www.youtube.com/watch?v=yaxFLfI644s,,,720p,no,176,25,4400,2023-01-05,25.64537811279297,auto,64,,196,1179
467,804,LSC,Colombian,Webinario Taller sobre Accesibilidad con la Consejeria,2020-01-09,https://www.youtube.com/watch?v=x81NRvytwQ8,,,360p,no,129,25,3225,2023-01-05,6.527095794677734,auto,37,,181,1076
468,804,LSC,Colombian,Conversatorio Mes de las personas sordas,2020-08-31,https://www.youtube.com/watch?v=zJix-d-TsEo,,,720p,no,70,25,1750,2023-01-05,15.489714622497559,auto,25,,152,859
469,804,LSC,Colombian,Evaluación de Competencias Lingüísticas,2020-08-31,https://www.youtube.com/watch?v=6vuktSiwT-I,,,720p,no,97,25,2425,2023-01-05,9.300848960876465,auto,43,,215,1272
470,804,LSC,Colombian,Evaluación de Competencias Lingüísticas en #LSC,2020-08-25,https://www.youtube.com/watch?v=pwvn2_vyNWo,,,720p,no,114,25,2850,2023-01-05,15.531219482421875,auto,43,,215,1272
471,804,LSC,Colombian,FENASCOL en el Consejo Nacional Asesor de Lenguas Nativas,2020-08-21,https://www.youtube.com/watch?v=8S-JmkMPbs4,,,720p,no,129,25,3225,2023-01-05,18.284175872802734,auto,36,,196,1087
472,804,LSC,Colombian,33º Asamblea General de FENASCOL,2020-08-19,https://www.youtube.com/watch?v=IZhDcuctFkI,,,720p,no,404,25,10100,2023-01-05,52.97853088378906,auto,108,,533,3321
473,804,LSC,Colombian,Asamblea 33º de FENASCOL,2020-08-16,https://www.youtube.com/watch?v=ARkGmcmdgXw,,,720p,no,97,25,2425,2023-01-05,16.1425199508667,auto,36,,204,1150
474,804,LSC,Colombian,Precomité de Planeación Lingüística LSC,2020-11-08,https://www.youtube.com/watch?v=WgIxElN0lNw,,,720p,no,239,25,5975,2023-01-05,48.759124755859375,auto,81,,403,2499
475,804,LSC,Colombian,Droguerías Colsubsidio Incluyente,2020-10-08,https://www.youtube.com/watch?v=489eHZwcWFs,,,720p,no,73,25,1825,2023-01-05,8.915996551513672,auto,22,,108,616
476,804,LSC,Colombian,Bienvenida a ASORBOY,2020-06-08,https://www.youtube.com/watch?v=KOG7DFJm-t0,,,720p,no,136,25,3400,2023-01-05,24.128538131713867,auto,50,,283,1664
477,804,LSC,Colombian,Experiencia estudiante LSC FENASCOL,2020-07-30,https://www.youtube.com/watch?v=vm7uPv0UOo4,,,720p,no,143,25,3575,2023-01-05,24.65999412536621,auto,44,,265,1462
478,804,LSC,Colombian,Rescatando nuestra historia - Parte 3,2020-07-22,https://www.youtube.com/watch?v=O4ehxgGKJSg,,,720p,no,144,25,3600,2023-01-05,23.231791496276855,auto,51,,199,1070
479,804,LSC,Colombian,Intérpretes en Noticias TV,2020-07-16,https://www.youtube.com/watch?v=CtwPWUzCObw,,,720p,no,162,25,4050,2023-01-05,25.322077751159668,auto,57,,342,2071
480,804,LSC,Colombian,Contexto de uso Centro de Relevo 2020,2020-07-13,https://www.youtube.com/watch?v=HUGOgGAJwKw,,,720p,no,199,25,4975,2023-01-05,32.19300842285156,auto,62,,343,2042
481,804,LSC,Colombian,Cursos de LSC con clases en VIVO,2020-09-07,https://www.youtube.com/watch?v=gFim0-_0H5o,,,720p,no,114,25,2850,2023-01-05,19.615212440490723,auto,43,,248,1449
482,804,LSC,Colombian,Promoción Libros LSC 2020,2020-03-07,https://www.youtube.com/watch?v=jvj6U7N_xkg,,,720p,no,107,25,2675,2023-01-05,15.923057556152344,auto,31,,154,872
483,804,LSC,Colombian,Convenio FENASCOL MINTIC CENTRO DE RELEVO,2020-02-07,https://www.youtube.com/watch?v=FKSwrbtQKlA,,,720p,no,125,25,3125,2023-01-05,15.896336555480957,auto,44,,237,1353
484,804,LSC,Colombian,Dia del padre 2020,2020-06-20,https://www.youtube.com/watch?v=vajDHLFw0cM,,,720p,no,54,25,1350,2023-01-05,8.805818557739258,auto,9,,20,129
485,804,LSC,Colombian,Comisión Nacional de Planeación Lingüística de la LSC,2020-06-19,https://www.youtube.com/watch?v=yIi7hHlamMY,,,720p,no,102,25,2550,2023-01-05,11.47008228302002,auto,38,,228,1350
486,804,LSC,Colombian,Comisión Nacional de Interpretación LSC - FENASCOL,2020-06-18,https://www.youtube.com/watch?v=y2UGQiCrMeQ,,,720p,no,105,25,2625,2023-01-05,12.165791511535645,auto,5,,18,126
487,804,LSC,Colombian,Resumen Webinar Intérprete Sordo,2020-11-06,https://www.youtube.com/watch?v=JpfdSzdTU7Q,,,720p,no,310,25,7750,2023-01-05,34.04544544219971,auto,120,,723,4160
488,804,LSC,Colombian,Comisión Nacional de Interpretación LSC - FENASCOL_0,2020-08-06,https://www.youtube.com/watch?v=5-uXhdBOOKU,,,720p,no,23,25,575,2023-01-05,3.496906280517578,auto,5,,18,126
489,804,LSC,Colombian,Webinar Intérpretes Sordos 2 Sesión,2020-05-06,https://www.youtube.com/watch?v=vUIHp2WAUhQ,,,720p,no,199,25,4975,2023-01-05,26.752148628234863,auto,62,,360,2112
490,804,LSC,Colombian,El Intérprete sordo por #FacebookLive,2020-04-06,https://www.youtube.com/watch?v=gi0xfT9sH98,,,720p,no,192,25,4800,2023-01-05,23.427239418029785,auto,69,,397,2344
491,804,LSC,Colombian,Explicación breve Diferencia entre la Consejería Presidencial y el CND,2020-05-21,https://www.youtube.com/watch?v=dh74Amg9CPY,,,720p,no,323,25,8075,2023-01-05,25.486268043518066,auto,116,,679,4149
492,804,LSC,Colombian,Día Mundial para promover la toma de conciencia sobre la Accesibilidad Web #GAAD,2020-05-20,https://www.youtube.com/watch?v=5pjsESe12lc,,,720p,no,110,25,2750,2023-01-05,26.790339469909668,auto,35,,177,1074
493,804,LSC,Colombian,Invitación de Jairo Clopatofsky al Webinario del 21 de mayo,2020-05-20,https://www.youtube.com/watch?v=XbJVF1AONGw,,,720p,no,46,25,1150,2023-01-05,7.374217987060547,auto,9,,57,323
494,804,LSC,Colombian,"Invitación Webinario Accesibilidad a la educación, salud, trabajo, información y comunicación",2020-05-20,https://www.youtube.com/watch?v=cvI5DpEenZk,,,720p,no,236,25,5900,2023-01-05,62.860594749450684,auto,78,,399,2340
495,804,LSC,Colombian,Programa de Cursos de LSC de FENASCOL,2020-05-13,https://www.youtube.com/watch?v=9Dt-zPBDC2w,,,720p,no,18,30,540,2023-01-05,0.8565616607666016,auto,6,,36,224
496,804,LSC,Colombian,LS patrimonio lingüístico y cultural,2020-04-21,https://www.youtube.com/watch?v=THR-Ub-7VhU,,,360p,no,1043,25,26075,2023-01-05,46.77633190155029,auto,299,,1679,9713
510,804,LSC,Colombian,Acceso a la Información LSC,2020-03-26,https://www.youtube.com/watch?v=tZG18w23F1c,,,720p,no,205,25,5125,2023-01-05,35.97588920593262,auto,69,,362,2163
511,804,LSC,Colombian,Reunión FENASCOL - Procuraduría,2020-03-24,https://www.youtube.com/watch?v=ZGycZnmXfB8,,,720p,no,156,25,3900,2023-01-05,25.212637901306152,auto,61,,319,1988
512,804,LSC,Colombian,Articulación Representante José Vicente Carreño,2020-03-20,https://www.youtube.com/watch?v=ZGoB0RG6lPY,,,720p,no,350,25,8750,2023-01-05,64.08316230773926,auto,125,,737,4150
513,804,LSC,Colombian,Derecho a la información en LSC,2020-03-19,https://www.youtube.com/watch?v=VSSrxBnTjts,,,720p,no,351,25,8775,2023-01-05,40.200279235839844,auto,122,,731,4277
514,804,LSC,Colombian,Llamado a medios para accesibilidad Rep. Jose Carreño,2020-03-18,https://www.youtube.com/watch?v=f3kDb3e8JWk,,,720p,no,97,25,2425,2023-01-05,19.75380516052246,auto,36,,224,1242
515,804,LSC,Colombian,Información accesible Coronavirus,2020-03-16,https://www.youtube.com/watch?v=7nImCsmqGKc,,,720p,no,250,25,6250,2023-01-05,30.24057960510254,auto,97,,497,3022
516,804,LSC,Colombian,Recomendaciones Covid-19 Coronavirus en LSC,2020-03-16,https://www.youtube.com/watch?v=CBYedT3fVP0,,,720p,no,103,25,2575,2023-01-05,16.588167190551758,auto,33,,197,1119
517,804,LSC,Colombian,Día Internacional de la Mujer,2020-08-03,https://www.youtube.com/watch?v=sPh7g5Gi4AQ,,,360p,no,115,25,2875,2023-01-05,9.103863716125488,auto,36,,190,1182
518,804,LSC,Colombian,Conoce nuestros cursos de LSC,2020-04-03,https://www.youtube.com/watch?v=-mlcVyqRohA,,,720p,no,56,30,1680,2023-01-05,15.164008140563965,auto,7,,21,125
519,804,LSC,Colombian,COMPENSAR - FENASCOL,2020-02-03,https://www.youtube.com/watch?v=ZTMvO7l5eEw,,,720p,no,71,25,1775,2023-01-05,15.026520729064941,auto,25,,152,896
520,804,LSC,Colombian,Acceso a la justicia para la población sorda,2020-02-24,https://www.youtube.com/watch?v=U-KCvoQxoi0,,,720p,no,92,25,2300,2023-01-05,17.613821029663086,auto,32,,194,1143
521,804,LSC,Colombian,Resultados de gestiones FENASCOL 14 de febrero 2020,2020-02-14,https://www.youtube.com/watch?v=s0Jfcpu2hyc,,,720p,no,475,25,11875,2023-01-05,65.71583271026611,auto,177,,1056,6292
522,804,LSC,Colombian,Beneficios del Servicio de Interpretación Virtual SERVIR,2020-05-02,https://www.youtube.com/watch?v=3iJ8IjHd_l4,,,720p,no,164,25,4100,2023-01-05,31.20566463470459,auto,50,,226,1304
524,804,LSC,Colombian,Incidencia y Planes de Desarrollo,2020-01-30,https://www.youtube.com/watch?v=OuVhd4RQaFA,,,720p,no,479,25,11975,2023-01-05,44.95913505554199,auto,152,,816,5025
525,804,LSC,Colombian,Contratación educación,2020-01-29,https://www.youtube.com/watch?v=6_dawZ7G2ao,,,720p,no,100,25,2500,2023-01-05,12.814909934997559,auto,39,,225,1323
526,804,LSC,Colombian,Contratación de ML e ILSC para estudiantes sordos,2020-01-22,https://www.youtube.com/watch?v=R6OysY5ajDg,,,720p,no,264,25,6600,2023-01-05,43.12714195251465,auto,100,,584,3435
527,804,LSC,Colombian,Matrículas abiertas año 2020 Jardín Infantil Argelia,2020-01-20,https://www.youtube.com/watch?v=iyQmwUCQwBI,,,720p,no,153,25,3825,2023-01-05,27.9921817779541,auto,50,,268,1522
528,804,LSC,Colombian,3. Pre-comité de Planeación Linguistica de la LSC,2020-01-20,https://www.youtube.com/watch?v=5DZh69vtMoc,,,720p,no,434,25,10850,2023-01-05,44.87209415435791,auto,129,,742,4354
529,804,LSC,Colombian,Finalización Convenio MinTIC FENASCOL 2019 Centro de Relevo,2020-01-01,https://www.youtube.com/watch?v=Prmrx7Fih_4,,,720p,no,41,30,1230,2023-01-05,8.799500465393066,auto,12,,65,346
530,804,LSC,Colombian,¡Feliz y próspero Año 2020!,2019-12-31,https://www.youtube.com/watch?v=UzHVwBjGLbE,,,720p,no,117,30,3510,2023-01-05,31.99496841430664,auto,35,,78,392
531,804,LSC,Colombian,Logros Centro de Relevo. Ministerio TIC y FENASCOL.,2019-12-30,https://www.youtube.com/watch?v=lYKezgChZQM,,,720p,no,143,30,4290,2023-01-05,17.555516242980957,auto,52,,278,1667
532,804,LSC,Colombian,Actualización App Centro Relevo,2019-12-30,https://www.youtube.com/watch?v=TufVylFly4M,,,720p,no,40,30,1200,2023-01-05,4.728608131408691,auto,10,,50,287
533,804,LSC,Colombian,18 años fenascol,2019-12-30,https://www.youtube.com/watch?v=VlIS5mwQvoc,,,720p,no,29,30,870,2023-01-05,4.803407669067383,auto,11,,63,381
534,804,LSC,Colombian,Beneficios de SERVIR para la comunidad sorda.,2019-12-27,https://www.youtube.com/watch?v=vflS76djvf4,,,720p,no,172,25,4300,2023-01-05,31.87605381011963,auto,53,,242,1398
535,804,LSC,Colombian,2. Pre-Comité de Planeación Lingüística de la LSC,2019-12-26,https://www.youtube.com/watch?v=0AaVCoJ7jLo,,,720p,no,300,30,9000,2023-01-05,32.99902057647705,auto,98,,540,3223
537,804,LSC,Colombian,Pre-comité de Planeación Lingüística de la LSC,2019-12-23,https://www.youtube.com/watch?v=zYQv0U9rzgA,,,720p,no,352,30,10560,2023-01-05,41.06251525878906,auto,93,,551,3153
538,804,LSC,Colombian,Clínica Country y La Colina. Cursos LSC sector salud,2019-12-23,https://www.youtube.com/watch?v=h6kwIOXRM-s,,,720p,no,91,25,2275,2023-01-05,21.390442848205566,auto,16,,74,447
539,804,LSC,Colombian,Agradecimiento donaciones,2019-12-19,https://www.youtube.com/watch?v=vw6XmWpoPWk,,,720p,no,159,30,4770,2023-01-05,26.331478118896484,auto,44,,199,1226
540,804,LSC,Colombian,DIFERENCIAS SERVIR Y SIEL,2019-12-18,https://www.youtube.com/watch?v=zX3GWmxu-DM,,,720p,no,182,25,4550,2023-01-05,41.682992935180664,auto,64,,351,2044
541,804,LSC,Colombian,Capacitaciones empresariales de Lengua de Señas Colombiana,2019-12-16,https://www.youtube.com/watch?v=DbeYL7of3JY,,,720p,no,87,25,2175,2023-01-05,19.35641384124756,auto,32,,176,1095
542,804,LSC,Colombian,SERVIR Ajustes razonables Ley 1618 y Ley 982,2019-12-13,https://www.youtube.com/watch?v=X96HyFvvK4k,,,720p,no,255,25,6375,2023-01-05,42.75613212585449,auto,86,,423,2512
543,804,LSC,Colombian,Capacitaciones empresariales de Lengua de Señas Colombiana_0,2019-11-12,https://www.youtube.com/watch?v=pPl-11DcLp0,,,720p,no,99,25,2475,2023-01-05,10.334819793701172,auto,32,,176,1095
544,804,LSC,Colombian,Capacitación Agentes Educativos del Cauca,2019-10-12,https://www.youtube.com/watch?v=myTRn0HMmbE,,,720p,no,69,25,1725,2023-01-05,7.301836013793945,auto,25,,130,832
545,804,LSC,Colombian,Servicio de Interpretación el LSC Colombia 4.0 Barranquilla,2019-09-12,https://www.youtube.com/watch?v=guSv9NV_h5U,,,720p,no,58,30,1740,2023-01-05,10.173192024230957,auto,17,,55,350
546,804,LSC,Colombian,Aprende lengua de señas - Curso Virtual Vacacional 15%,2019-05-12,https://www.youtube.com/watch?v=LL7JI2qLqfE,,,720p,no,31,29,899,2023-01-05,3.448963165283203,auto,11,,67,391
547,804,LSC,Colombian,Aprende lengua de señas - Curso presencial Vacacional 15%,2019-05-12,https://www.youtube.com/watch?v=x8K9yPqdVsk,,,720p,no,31,29,899,2023-01-05,3.155813217163086,auto,11,,67,392
548,804,LSC,Colombian,¡Conoce nuestro nuevo servicio - SERVIR!,2019-05-12,https://www.youtube.com/watch?v=7xC-DX_-hn0,,,720p,no,86,25,2150,2023-01-05,12.77029037475586,auto,30,,150,904
549,804,LSC,Colombian,Ultimos cupos Curso de Lengua de señas Colombiana,2019-10-31,https://www.youtube.com/watch?v=FXHobxuPDd8,,,720p,no,25,25,625,2023-01-05,3.048977851867676,auto,6,,45,258
550,804,LSC,Colombian,Oportunidad laboral para Personas Sordas - Empresa D´Sarach,2019-10-28,https://www.youtube.com/watch?v=sB1Kp6AkClY,,,720p,no,65,30,1950,2023-01-05,11.630383491516113,auto,16,,94,522
551,804,LSC,Colombian,Charla sobre el Centro de Relevo - 1 Nov 2019,2019-10-28,https://www.youtube.com/watch?v=Xf1GZ6CrZ3Y,,,720p,no,51,30,1530,2023-01-05,9.772234916687012,auto,19,,104,599
552,804,LSC,Colombian,Participa de Colombia 4.0 en Barranquilla... ¡es gratis!,2019-10-28,https://www.youtube.com/watch?v=1o6TgXwJMQI,,,720p,no,111,30,3330,2023-01-05,17.610461235046387,auto,37,,174,965
553,804,LSC,Colombian,30 de Septiembre Día Internacional del Intérprete,2019-04-10,https://www.youtube.com/watch?v=1l9QDayL18k,,,360p,no,142,30,4260,2023-01-05,11.690314292907715,auto,47,,282,1581
554,804,LSC,Colombian,Colsubsidio la encuesta de las personas con discapacidad,2019-04-10,https://www.youtube.com/watch?v=zxyA3NDgB2Q,,,720p,no,63,30,1890,2023-01-05,7.258777618408203,auto,20,,112,670
555,804,LSC,Colombian,Día de la mujer Sorda,2019-09-27,https://www.youtube.com/watch?v=0IExdQ-GBVk,,,720p,no,40,25,1000,2023-01-05,10.625152587890625,auto,15,,93,546
556,804,LSC,Colombian,Día del Sordo Adulto Mayor,2019-09-25,https://www.youtube.com/watch?v=1qCxkSvFID0,,,720p,no,120,25,3000,2023-01-05,27.77263355255127,auto,50,,323,1718
557,804,LSC,Colombian,Lengua de Señas es un Derecho de todos los niños Sordos,2019-09-25,https://www.youtube.com/watch?v=-_iH9R0fUyk,,,720p,no,136,25,3400,2023-01-05,31.461023330688477,auto,35,,184,987
558,804,LSC,Colombian,Importantes en el reconocimiento de la Lengua de Señas como un idioma.,2019-09-23,https://www.youtube.com/watch?v=RWwEotbohn0,,,720p,no,70,30,2100,2023-01-05,11.904106140136719,auto,26,,154,831
559,804,LSC,Colombian,EN LA SEMANA INTERNACIONAL DE LA LENGUA DE SEÑAS,2019-09-23,https://www.youtube.com/watch?v=vQSZQgzHwWQ,,,720p,no,113,25,2825,2023-01-05,16.570096015930176,auto,39,,227,1243
560,804,LSC,Colombian,Convocatoria Cargo de Comunicador Social Sordo,2019-03-09,https://www.youtube.com/watch?v=VS_c-hfGLMw,,,720p,no,86,25,2150,2023-01-05,12.522577285766602,auto,34,,168,985
561,804,LSC,Colombian,FENASCOL Requiere aprendiz Sena en etapa productiva.,2019-07-31,https://www.youtube.com/watch?v=_QX6-Dqd5B8,,,720p,no,59,30,1770,2023-01-05,6.505770683288574,auto,15,,94,538
